SC4031E0,0.952755905511811,0.8578947368421053
SC4001E0,0.6315007429420505,0.5595238095238095
SC4091E0,1.0,0.7212389380530974
SC4101E0,1.0,0.7545454545454545
SC4121E0,0.9619952494061758,0.6666666666666666
SC4141E0,1.0,0.885
SC4151E0,1.0,0.8315789473684211
SC4161E0,1.0,0.7894736842105263
SC4171E0,0.9089775561097256,0.725
SC4181E0,0.9792746113989638,0.765625
SC4011E0,1.0,0.7909090909090909
SC4191E0,1.0,0.8431372549019608
SC4201E0,1.0,0.8284313725490197
SC4211E0,1.0,0.8222222222222222
SC4221E0,0.9977272727272727,0.7123287671232876
SC4231E0,0.850828729281768,0.6277777777777778
SC4241E0,1.0,0.8293413173652695
SC4251E0,0.9974293059125964,0.8144329896907216
SC4261F0,0.960093896713615,0.6959247648902821
SC4271F0,0.997624703087886,0.7095238095238096
SC4281G0,0.8381374722838137,0.76
SC4021E0,0.928136419001218,0.8235294117647058
SC4291G0,1.0,0.7964601769911505
SC4301E0,0.7701612903225806,0.6162162162162163
SC4311E0,1.0,0.7333333333333333
SC4321E0,0.9287429943955164,0.7202572347266881
SC4331F0,0.8160158835208471,0.8169761273209549
SC4341F0,0.7751873438800999,0.7666666666666667
SC4351F0,0.9654289372599232,0.7384615384615385
SC4371F0,0.7551020408163265,0.7103825136612022
SC4381F0,0.9767769176636172,0.8619718309859155
SC4401E0,0.7523474178403756,0.7028301886792453
SC4031E0,0.9960629921259843,0.8736842105263158
SC4411E0,0.996523754345307,0.7813953488372093
SC4421E0,0.9968203497615262,0.7564102564102564
SC4431E0,0.9625,0.7194244604316546
SC4441E0,1.0,0.7436974789915967
SC4451F0,0.8634953464322648,0.7468879668049793
SC4461F0,0.6594663278271918,0.6122448979591837
SC4471F0,1.0,0.7721518987341772
SC4481F0,0.8612823674475956,0.782716049382716
SC4491G0,0.9829738933030647,0.8090909090909091
SC4501E0,0.411875589066918,0.3849056603773585
SC4041E0,0.9989888776541962,0.7479674796747967
SC4511E0,0.9632183908045977,0.6589861751152074
SC4531E0,0.8722919042189282,0.6438356164383562
SC4541F0,0.4850691915513474,0.4489795918367347
SC4551F0,0.8747016706443914,0.7751196172248804
SC4561F0,0.9888888888888889,0.7327935222672065
SC4571F0,1.0,0.6639676113360324
SC4581G0,0.9817559863169898,0.6743119266055045
SC4591G0,0.7875084860828242,0.7356948228882834
SC4601E0,1.0,0.7992565055762082
SC4611E0,1.0,0.7575757575757576
SC4051E0,0.9033457249070632,0.7835820895522388
SC4621E0,0.6853932584269663,0.6979166666666666
SC4631E0,0.8507638072855465,0.75
SC4641E0,0.49557522123893805,0.5039370078740157
SC4651E0,1.0,0.9034090909090909
SC4661E0,1.0,0.8246913580246914
SC4671G0,0.7511111111111111,0.7201017811704835
SC4701E0,0.8151382823871907,0.8309037900874635
SC4711E0,0.5623342175066313,0.5141843971631206
SC4721E0,0.9806060606060606,0.587378640776699
SC4731E0,1.0,0.8611632270168855
SC4061E0,0.9125925925925926,0.8630952380952381
SC4741E0,1.0,0.8117913832199547
SC4751E0,0.6962102689486552,0.7083333333333334
SC4761E0,0.9992576095025983,0.8898809523809523
SC4771G0,0.3449575871819039,0.35984848484848486
SC4801G0,0.48439073514602216,0.4596774193548387
SC4811G0,1.0,0.7906976744186046
SC4821G0,1.0,0.8382352941176471
SC4071E0,0.9577464788732394,0.8256410256410256
SC4081E0,0.7830396475770925,0.7566371681415929
